index_number,failures,total_excess_load
968,26.0,477.9072107801074
969,26.0,478.0228796463124
97,26.0,476.5284051666358
970,26.0,477.023110165715
971,N/A,N/A
972,N/A,N/A
973,27.0,510.84361215677905
974,N/A,N/A
975,25.0,413.7205285365752
976,N/A,N/A
977,N/A,N/A
978,N/A,N/A
979,N/A,N/A
98,N/A,N/A
980,26.0,478.5620661716886
981,N/A,N/A
982,26.0,459.9127277795618
983,27.0,396.13851915974413
984,26.0,504.4811832903952
985,26.0,431.15391624291544
986,N/A,N/A
987,26.0,476.59675785390095
988,26.0,445.30023375267035
989,N/A,N/A
99,N/A,N/A
990,N/A,N/A
991,N/A,N/A
992,26.0,461.2072965641158
993,N/A,N/A
994,N/A,N/A
995,26.0,459.60023868239284
996,N/A,N/A
997,26.0,404.9157784520631
998,26.0,405.0069163052733
999,N/A,N/A
